movie_title,title_year,genres
School Daze,1988,Musical
Risen,2016,Action
Risen,2016,Adventure
Risen,2016,Drama
Risen,2016,Mystery
The Replacements,2000,Comedy
The Replacements,2000,Sport
The Back-up Plan,2010,Comedy
The Back-up Plan,2010,Romance
Sugar Town,1999,Comedy
Sugar Town,1999,Music
Dreamgirls,2006,Drama
Dreamgirls,2006,Music
Dreamgirls,2006,Musical
The Great Gatsby,2013,Drama
The Great Gatsby,2013,Romance
Day of the Dead,1985,Horror
Star Trek,2009,Action
Star Trek,2009,Adventure
Star Trek,2009,Sci-Fi
No Good Deed,2014,Crime
No Good Deed,2014,Thriller
Serendipity,2001,Comedy
Serendipity,2001,Romance
Dear Frankie,2004,Drama
Dear Frankie,2004,Romance
The Hobbit: The Battle of the Five Armies,2014,Adventure
The Hobbit: The Battle of the Five Armies,2014,Fantasy
Deadfall,2012,Crime
Deadfall,2012,Drama
Deadfall,2012,Thriller
The Mummy: Tomb of the Dragon Emperor,2008,Action
The Mummy: Tomb of the Dragon Emperor,2008,Adventure
The Mummy: Tomb of the Dragon Emperor,2008,Fantasy
The Mummy: Tomb of the Dragon Emperor,2008,Horror
The Mummy: Tomb of the Dragon Emperor,2008,Thriller
Girls Gone Dead,2012,Comedy
Girls Gone Dead,2012,Horror
Firestorm,2013,Action
Firestorm,2013,Crime
Firestorm,2013,Thriller
Changing Lanes,2002,Drama
Changing Lanes,2002,Thriller
Wordplay,2006,Documentary
The Watch,2012,Action
The Watch,2012,Comedy
The Watch,2012,Sci-Fi
Platoon,1986,Drama
Platoon,1986,War
Perrier's Bounty,2009,Action
Perrier's Bounty,2009,Comedy
Perrier's Bounty,2009,Crime
Perrier's Bounty,2009,Drama
Perrier's Bounty,2009,Romance
Perrier's Bounty,2009,Thriller
The Other Dream Team,2012,Documentary
The Other Dream Team,2012,Sport
Les Misérables,2012,Drama
Les Misérables,2012,Musical
Les Misérables,2012,Romance
Don McKay,2009,Drama
Don McKay,2009,Mystery
Don McKay,2009,Thriller
The Haunting,1999,Fantasy
The Haunting,1999,Horror
The Haunting,1999,Mystery
The Haunting,1999,Thriller
Waterworld,1995,Action
Waterworld,1995,Adventure
Waterworld,1995,Sci-Fi
Waterworld,1995,Thriller
Crimson Tide,1995,Action
Crimson Tide,1995,Drama
Crimson Tide,1995,Thriller
Crimson Tide,1995,War
Dream with the Fishes,1997,Comedy
Dream with the Fishes,1997,Drama
The Longshots,2008,Biography
The Longshots,2008,Comedy
The Longshots,2008,Drama
The Longshots,2008,Family
The Longshots,2008,Sport
Monster's Ball,2001,Drama
Monster's Ball,2001,Romance
Of Gods and Men,2010,Drama
The Switch,2010,Comedy
The Switch,2010,Drama
The Switch,2010,Romance
For Your Eyes Only,1981,Action
For Your Eyes Only,1981,Adventure
For Your Eyes Only,1981,Thriller
The Peanuts Movie,2015,Adventure
The Peanuts Movie,2015,Animation
The Peanuts Movie,2015,Comedy
The Peanuts Movie,2015,Family
Planet of the Apes,2001,Action
Planet of the Apes,2001,Adventure
Planet of the Apes,2001,Sci-Fi
Planet of the Apes,2001,Thriller
I Am Love,2009,Drama
I Am Love,2009,Romance
"As Above, So Below",2014,Horror
"As Above, So Below",2014,Mystery
"As Above, So Below",2014,Thriller
The Evil Dead,1981,Fantasy
The Evil Dead,1981,Horror
Love and Other Catastrophes,1996,Comedy
Love and Other Catastrophes,1996,Romance
Cradle 2 the Grave,2003,Action
Cradle 2 the Grave,2003,Crime
Cradle 2 the Grave,2003,Drama
Cradle 2 the Grave,2003,Thriller
But I'm a Cheerleader,1999,Comedy
But I'm a Cheerleader,1999,Drama
Animals United,2010,Animation
Animals United,2010,Comedy
Animals United,2010,Family
Black Nativity,2013,Drama
Black Nativity,2013,Family
Black Nativity,2013,Music
Black Nativity,2013,Musical
August: Osage County,2013,Drama
Frozen River,2008,Crime
Frozen River,2008,Drama
"McFarland, USA",2015,Biography
"McFarland, USA",2015,Drama
"McFarland, USA",2015,Sport
Saving Silverman,2001,Comedy
Saving Silverman,2001,Crime
Saving Silverman,2001,Romance
A Turtle's Tale: Sammy's Adventures,2010,Adventure
A Turtle's Tale: Sammy's Adventures,2010,Animation
A Turtle's Tale: Sammy's Adventures,2010,Family
Open Range,2003,Drama
Open Range,2003,Romance
Open Range,2003,Western
Aberdeen,2000,Drama
Moonrise Kingdom,2012,Adventure
Moonrise Kingdom,2012,Comedy
Moonrise Kingdom,2012,Drama
Moonrise Kingdom,2012,Romance
Warrior,2011,Drama
Warrior,2011,Sport
Memoirs of a Geisha,2005,Drama
Memoirs of a Geisha,2005,Romance
Last Holiday,2006,Adventure
Last Holiday,2006,Comedy
Last Holiday,2006,Drama
Woodstock,1970,Documentary
Woodstock,1970,History
Woodstock,1970,Music
Prison,1987,Crime
Prison,1987,Drama
Prison,1987,Horror
Prison,1987,Thriller
The Rise of the Krays,2015,Crime
The Rise of the Krays,2015,Drama
The Pelican Brief,1993,Crime
The Pelican Brief,1993,Drama
The Pelican Brief,1993,Mystery
The Pelican Brief,1993,Thriller
Fugly,2014,Drama
Fugly,2014,Thriller
Light Sleeper,1992,Crime
Light Sleeper,1992,Drama
The November Man,2014,Action
The November Man,2014,Crime
The November Man,2014,Thriller
Prince of Persia: The Sands of Time,2010,Action
Prince of Persia: The Sands of Time,2010,Adventure
Prince of Persia: The Sands of Time,2010,Fantasy
Prince of Persia: The Sands of Time,2010,Romance
In Her Line of Fire,2006,Action
In Her Line of Fire,2006,Drama
Gulliver's Travels,2010,Adventure
Gulliver's Travels,2010,Comedy
Gulliver's Travels,2010,Family
Gulliver's Travels,2010,Fantasy
Clean,2004,Drama
Clean,2004,Music
Clean,2004,Romance
The Passion of the Christ,2004,Drama
The Ridiculous 6,2015,Comedy
The Ridiculous 6,2015,Western
You Will Meet a Tall Dark Stranger,2010,Comedy
You Will Meet a Tall Dark Stranger,2010,Drama
You Will Meet a Tall Dark Stranger,2010,Romance
Extraordinary Measures,2010,Drama
At First Sight,1999,Drama
At First Sight,1999,Romance
Chocolat,2000,Drama
Chocolat,2000,Romance
Awake,2007,Crime
Awake,2007,Mystery
Awake,2007,Thriller
Bright Star,2009,Biography
Bright Star,2009,Drama
Bright Star,2009,Romance
Snow White and the Huntsman,2012,Action
Snow White and the Huntsman,2012,Adventure
Snow White and the Huntsman,2012,Drama
Snow White and the Huntsman,2012,Fantasy
Inescapable,2012,Drama
Inescapable,2012,Mystery
Inescapable,2012,Romance
Inescapable,2012,Thriller
Scott Pilgrim vs. the World,2010,Action
Scott Pilgrim vs. the World,2010,Comedy
Scott Pilgrim vs. the World,2010,Fantasy
Scott Pilgrim vs. the World,2010,Romance
Sorcerer,1977,Adventure
Sorcerer,1977,Drama
Sorcerer,1977,Thriller
Silmido,2003,Action
Silmido,2003,Drama
Inglourious Basterds,2009,Adventure
Inglourious Basterds,2009,Drama
Inglourious Basterds,2009,War
This Is 40,2012,Comedy
The Dictator,2012,Comedy
The Dictator,2012,Romance
Disclosure,1994,Drama
Disclosure,1994,Thriller
Warm Bodies,2013,Comedy
Warm Bodies,2013,Horror
Warm Bodies,2013,Romance
The Return of the Living Dead,1985,Comedy
The Return of the Living Dead,1985,Horror
The Return of the Living Dead,1985,Sci-Fi
Across the Universe,2007,Drama
Across the Universe,2007,Fantasy
Across the Universe,2007,Musical
Across the Universe,2007,Romance
Into the Wild,2007,Adventure
Into the Wild,2007,Biography
Into the Wild,2007,Drama
The Road,2009,Adventure
The Road,2009,Drama
The Village,2004,Drama
The Village,2004,Mystery
The Village,2004,Romance
The Village,2004,Thriller
Jack Brooks: Monster Slayer,2007,Action
Jack Brooks: Monster Slayer,2007,Comedy
Jack Brooks: Monster Slayer,2007,Horror
Insomnia Manica,2005,Thriller
Shine a Light,2008,Biography
Shine a Light,2008,Documentary
Shine a Light,2008,Music
Independence Daysaster,2013,Action
Independence Daysaster,2013,Sci-Fi
The Texas Chainsaw Massacre 2,1986,Comedy
The Texas Chainsaw Massacre 2,1986,Horror
Soul Plane,2004,Comedy
The Mighty,1998,Comedy
The Mighty,1998,Drama
The Warlords,2007,Action
The Warlords,2007,Drama
The Warlords,2007,History
The Warlords,2007,Romance
The Warlords,2007,War
Schindler's List,1993,Biography
Schindler's List,1993,Drama
Schindler's List,1993,History
Romance & Cigarettes,2005,Comedy
Romance & Cigarettes,2005,Musical
Romance & Cigarettes,2005,Romance
Princess Kaiulani,2009,Drama
The Blind Side,2009,Biography
The Blind Side,2009,Drama
The Blind Side,2009,Sport
Fight Club,1999,Drama
City by the Sea,2002,Crime
City by the Sea,2002,Drama
City by the Sea,2002,Mystery
City by the Sea,2002,Thriller
The Social Network,2010,Biography
The Social Network,2010,Drama
The Bucket List,2007,Adventure
The Bucket List,2007,Comedy
The Bucket List,2007,Drama
Never Back Down,2008,Action
Never Back Down,2008,Drama
Never Back Down,2008,Sport
While We're Young,2014,Comedy
While We're Young,2014,Drama
Factory Girl,2006,Biography
Factory Girl,2006,Drama
Harold & Kumar Escape from Guantanamo Bay,2008,Adventure
Harold & Kumar Escape from Guantanamo Bay,2008,Comedy
Madadayo,1993,Drama
The Ghastly Love of Johnny X,2012,Comedy
The Ghastly Love of Johnny X,2012,Fantasy
The Ghastly Love of Johnny X,2012,Musical
The Ghastly Love of Johnny X,2012,Sci-Fi
Out of Time,2003,Crime
Out of Time,2003,Drama
Out of Time,2003,Romance
Out of Time,2003,Thriller
Rampage,2009,Action
Rampage,2009,Crime
Rampage,2009,Thriller
The Devil Inside,2012,Horror
My Boss's Daughter,2003,Comedy
My Boss's Daughter,2003,Romance
The Grey,2011,Action
The Grey,2011,Adventure
The Grey,2011,Drama
The Grey,2011,Thriller
Mao's Last Dancer,2009,Biography
Mao's Last Dancer,2009,Drama
Mao's Last Dancer,2009,Music
Mao's Last Dancer,2009,Romance
Lifeforce,1985,Action
Lifeforce,1985,Horror
Lifeforce,1985,Sci-Fi
Lifeforce,1985,Thriller
Southpaw,2015,Drama
Southpaw,2015,Sport
Adore,2013,Drama
Adore,2013,Romance
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Action
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Adventure
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Comedy
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Family
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Sci-Fi
Ninja Assassin,2009,Action
Ninja Assassin,2009,Crime
Ninja Assassin,2009,Thriller
In Too Deep,1999,Crime
In Too Deep,1999,Drama
In Too Deep,1999,Thriller
Taken,2008,Action
Taken,2008,Thriller
Yentl,1983,Drama
Yentl,1983,Musical
Yentl,1983,Romance
Howards End,1992,Drama
Howards End,1992,Romance
Due Date,2010,Comedy
Due Date,2010,Drama
Motherhood,2009,Comedy
Motherhood,2009,Drama
Under the Rainbow,1981,Comedy
The Boy Next Door,2015,Mystery
The Boy Next Door,2015,Thriller
Tumbleweeds,1999,Comedy
Tumbleweeds,1999,Drama
Winnie Mandela,2011,Biography
Winnie Mandela,2011,Drama
Winnie Mandela,2011,History
Fiddler on the Roof,1971,Drama
Fiddler on the Roof,1971,Family
Fiddler on the Roof,1971,Musical
Fiddler on the Roof,1971,Romance
The Last Temptation of Christ,1988,Drama
What to Expect When You're Expecting,2012,Comedy
What to Expect When You're Expecting,2012,Drama
What to Expect When You're Expecting,2012,Romance
Puss in Boots,2011,Action
Puss in Boots,2011,Adventure
Puss in Boots,2011,Animation
Puss in Boots,2011,Comedy
Puss in Boots,2011,Family
Puss in Boots,2011,Fantasy
Furious 7,2015,Action
Furious 7,2015,Crime
Furious 7,2015,Thriller
Antitrust,2001,Action
Antitrust,2001,Crime
Antitrust,2001,Drama
Antitrust,2001,Thriller
The Hit List,2011,Action
The Hit List,2011,Thriller
Action Jackson,1988,Action
Action Jackson,1988,Comedy
Action Jackson,1988,Crime
Action Jackson,1988,Thriller
Atlantis: The Lost Empire,2001,Action
Atlantis: The Lost Empire,2001,Adventure
Atlantis: The Lost Empire,2001,Animation
Atlantis: The Lost Empire,2001,Family
Atlantis: The Lost Empire,2001,Fantasy
Atlantis: The Lost Empire,2001,Sci-Fi
Mr. Turner,2014,Biography
Mr. Turner,2014,Drama
Mr. Turner,2014,History
Labor Day,2013,Drama
Four Brothers,2005,Action
Four Brothers,2005,Crime
Four Brothers,2005,Drama
Four Brothers,2005,Mystery
Four Brothers,2005,Thriller
The Return of the Pink Panther,1975,Comedy
The Return of the Pink Panther,1975,Crime
The Return of the Pink Panther,1975,Mystery
American Splendor,2003,Biography
American Splendor,2003,Comedy
American Splendor,2003,Drama
Scream 2,1997,Horror
Scream 2,1997,Mystery
Aliens vs. Predator: Requiem,2007,Action
Aliens vs. Predator: Requiem,2007,Horror
Aliens vs. Predator: Requiem,2007,Sci-Fi
Aliens vs. Predator: Requiem,2007,Thriller
Home for the Holidays,1995,Comedy
Home for the Holidays,1995,Drama
Home for the Holidays,1995,Romance
Logan's Run,1976,Action
Logan's Run,1976,Adventure
Logan's Run,1976,Sci-Fi
The Golden Compass,2007,Adventure
The Golden Compass,2007,Family
The Golden Compass,2007,Fantasy
90 Minutes in Heaven,2015,Drama
Lucky Break,2001,Comedy
Lucky Break,2001,Crime
Lucky Break,2001,Romance
Galaxina,1980,Comedy
Galaxina,1980,Sci-Fi
The Hunchback of Notre Dame,1996,Animation
The Hunchback of Notre Dame,1996,Drama
The Hunchback of Notre Dame,1996,Family
The Hunchback of Notre Dame,1996,Musical
The Hunchback of Notre Dame,1996,Romance
Town & Country,2001,Comedy
Town & Country,2001,Romance
All Is Lost,2013,Action
All Is Lost,2013,Adventure
All Is Lost,2013,Drama
Midnight in the Garden of Good and Evil,1997,Crime
Midnight in the Garden of Good and Evil,1997,Drama
Midnight in the Garden of Good and Evil,1997,Mystery
Midnight in the Garden of Good and Evil,1997,Thriller
Bon voyage,2003,Comedy
Bon voyage,2003,Drama
Bon voyage,2003,Mystery
Bon voyage,2003,Romance
Bon voyage,2003,Thriller
Bon voyage,2003,War
The Conformist,1970,Drama
Blackthorn,2011,Action
Blackthorn,2011,Adventure
Blackthorn,2011,Western
The Brothers Grimm,2005,Action
The Brothers Grimm,2005,Adventure
The Brothers Grimm,2005,Comedy
The Brothers Grimm,2005,Fantasy
The Brothers Grimm,2005,Thriller
The Shipping News,2001,Drama
Amores Perros,2000,Drama
Amores Perros,2000,Thriller
Star Trek: The Motion Picture,1979,Adventure
Star Trek: The Motion Picture,1979,Mystery
Star Trek: The Motion Picture,1979,Sci-Fi
The Nutcracker in 3D,2010,Action
The Nutcracker in 3D,2010,Family
The Nutcracker in 3D,2010,Fantasy
The Nutcracker in 3D,2010,Musical
Poultrygeist: Night of the Chicken Dead,2006,Comedy
Poultrygeist: Night of the Chicken Dead,2006,Horror
Poultrygeist: Night of the Chicken Dead,2006,Musical
Evan Almighty,2007,Comedy
Evan Almighty,2007,Family
Evan Almighty,2007,Fantasy
Namastey London,2007,Comedy
Namastey London,2007,Drama
Namastey London,2007,Romance
Me Before You,2016,Drama
Me Before You,2016,Romance
Arbitrage,2012,Drama
Arbitrage,2012,Thriller
Warlock,1989,Action
Warlock,1989,Fantasy
Warlock,1989,Horror
Warlock,1989,Thriller
Avengers: Age of Ultron,2015,Action
Avengers: Age of Ultron,2015,Adventure
Avengers: Age of Ultron,2015,Sci-Fi
Foolish,1999,Comedy
Foolish,1999,Drama
What the #$*! Do We (K)now!?,2004,Comedy
What the #$*! Do We (K)now!?,2004,Documentary
What the #$*! Do We (K)now!?,2004,Drama
What the #$*! Do We (K)now!?,2004,Fantasy
What the #$*! Do We (K)now!?,2004,Mystery
What the #$*! Do We (K)now!?,2004,Sci-Fi
Drillbit Taylor,2008,Comedy
Drillbit Taylor,2008,Drama
Bait,2012,Action
Bait,2012,Horror
Bait,2012,Sci-Fi
The Witch,2015,Horror
The Witch,2015,Mystery
Walking Tall,2004,Action
Walking Tall,2004,Crime
Captain Corelli's Mandolin,2001,Drama
Captain Corelli's Mandolin,2001,Music
Captain Corelli's Mandolin,2001,Romance
Captain Corelli's Mandolin,2001,War
Deuce Bigalow: European Gigolo,2005,Comedy
Thunderball,1965,Action
Thunderball,1965,Adventure
Thunderball,1965,Thriller
The Cable Guy,1996,Comedy
The Cable Guy,1996,Drama
The Cable Guy,1996,Thriller
Hit and Run,2012,Action
Hit and Run,2012,Comedy
Hit and Run,2012,Romance
A Night at the Roxbury,1998,Comedy
A Night at the Roxbury,1998,Music
A Night at the Roxbury,1998,Romance
Manderlay,2005,Drama
High School Musical,2006,Comedy
High School Musical,2006,Drama
High School Musical,2006,Family
High School Musical,2006,Music
High School Musical,2006,Musical
High School Musical,2006,Romance
Dick,1999,Comedy
This Is Martin Bonner,2013,Drama
WarGames,1983,Sci-Fi
WarGames,1983,Thriller
Stories of Our Lives,2014,Drama
The Crying Game,1992,Crime
The Crying Game,1992,Drama
The Crying Game,1992,Romance
The Crying Game,1992,Thriller
Splash,1984,Comedy
Splash,1984,Fantasy
Splash,1984,Romance
Flipper,1996,Adventure
Flipper,1996,Family
Jefferson in Paris,1995,Biography
Jefferson in Paris,1995,Drama
Jefferson in Paris,1995,History
Jefferson in Paris,1995,Romance
"I Love You, Don't Touch Me!",1997,Comedy
"I Love You, Don't Touch Me!",1997,Romance
Dancer in the Dark,2000,Crime
Dancer in the Dark,2000,Drama
Dancer in the Dark,2000,Musical
Sleepover,2004,Comedy
Sleepover,2004,Romance
Moms' Night Out,2014,Comedy
Speed Racer,2008,Action
Speed Racer,2008,Family
Speed Racer,2008,Sport
The Vatican Tapes,2015,Horror
The Vatican Tapes,2015,Thriller
Peeples,2013,Comedy
Peeples,2013,Romance
Semi-Pro,2008,Comedy
Semi-Pro,2008,Sport
The Number 23,2007,Mystery
The Number 23,2007,Thriller
Sliding Doors,1998,Comedy
Sliding Doors,1998,Drama
Sliding Doors,1998,Fantasy
Sliding Doors,1998,Romance
The Ice Storm,1997,Drama
Jaws 2,1978,Adventure
Jaws 2,1978,Horror
Jaws 2,1978,Thriller
Red Eye,2005,Mystery
Red Eye,2005,Thriller
Coffee Town,2013,Comedy
Exit Wounds,2001,Action
Exit Wounds,2001,Comedy
Exit Wounds,2001,Crime
Exit Wounds,2001,Drama
Exit Wounds,2001,Thriller
Black Book,2006,Drama
Black Book,2006,Thriller
Black Book,2006,War
The Black Dahlia,2006,Crime
The Black Dahlia,2006,Drama
The Black Dahlia,2006,Mystery
The Black Dahlia,2006,Thriller
High Plains Drifter,1973,Mystery
High Plains Drifter,1973,Western
The Killer Inside Me,2010,Crime
The Killer Inside Me,2010,Drama
The Killer Inside Me,2010,Thriller
Burlesque,2010,Drama
Burlesque,2010,Music
Burlesque,2010,Musical
Burlesque,2010,Romance
Hudson Hawk,1991,Action
Hudson Hawk,1991,Adventure
Hudson Hawk,1991,Comedy
The 5th Wave,2016,Action
The 5th Wave,2016,Adventure
The 5th Wave,2016,Sci-Fi
The 5th Wave,2016,Thriller
Coal Miner's Daughter,1980,Biography
Coal Miner's Daughter,1980,Drama
Coal Miner's Daughter,1980,Music
Coal Miner's Daughter,1980,Musical
Sydney White,2007,Comedy
Sydney White,2007,Romance
Inception,2010,Action
Inception,2010,Adventure
Inception,2010,Sci-Fi
Inception,2010,Thriller
[Rec],2007,Horror
The Man Who Knew Too Little,1997,Action
The Man Who Knew Too Little,1997,Comedy
The Man Who Knew Too Little,1997,Crime
The Man Who Knew Too Little,1997,Thriller
Men in Black 3,2012,Action
Men in Black 3,2012,Adventure
Men in Black 3,2012,Comedy
Men in Black 3,2012,Family
Men in Black 3,2012,Fantasy
Men in Black 3,2012,Sci-Fi
Raise the Titanic,1980,Action
Raise the Titanic,1980,Adventure
Raise the Titanic,1980,Drama
Raise the Titanic,1980,Thriller
Déjà Vu,1997,Drama
Déjà Vu,1997,Romance
Kangaroo Jack,2003,Action
Kangaroo Jack,2003,Adventure
Kangaroo Jack,2003,Comedy
Kangaroo Jack,2003,Crime
How She Move,2007,Drama
Get Over It,2001,Comedy
Get Over It,2001,Romance
The Book Thief,2013,Drama
The Book Thief,2013,War
Spring Breakers,2012,Crime
Spring Breakers,2012,Drama
Crying with Laughter,2009,Thriller
Invaders from Mars,1986,Horror
Invaders from Mars,1986,Sci-Fi
Nowhere in Africa,2001,Biography
Nowhere in Africa,2001,Drama
Under the Tuscan Sun,2003,Comedy
Under the Tuscan Sun,2003,Drama
Under the Tuscan Sun,2003,Romance
The Last Waltz,1978,Documentary
The Last Waltz,1978,Music
Wild Wild West,1999,Action
Wild Wild West,1999,Comedy
Wild Wild West,1999,Sci-Fi
Wild Wild West,1999,Western
Orphan,2009,Horror
Orphan,2009,Mystery
Orphan,2009,Thriller
The Queen,2006,Biography
The Queen,2006,Drama
Ira & Abby,2006,Comedy
Ira & Abby,2006,Romance
Annabelle,2014,Horror
Annabelle,2014,Mystery
Fame,2009,Comedy
Fame,2009,Drama
Fame,2009,Musical
Fame,2009,Romance
The 13th Warrior,1999,Action
The 13th Warrior,1999,Adventure
The 13th Warrior,1999,History
Gremlins,1984,Comedy
Gremlins,1984,Fantasy
Gremlins,1984,Horror
The Tempest,2010,Comedy
The Tempest,2010,Drama
The Tempest,2010,Fantasy
The Tempest,2010,Romance
Ta Ra Rum Pum,2007,Comedy
Ta Ra Rum Pum,2007,Family
Ta Ra Rum Pum,2007,Romance
Rio 2,2014,Adventure
Rio 2,2014,Animation
Rio 2,2014,Comedy
Rio 2,2014,Family
Rio 2,2014,Musical
Max Payne,2008,Action
Max Payne,2008,Crime
Max Payne,2008,Drama
Max Payne,2008,Mystery
Max Payne,2008,Thriller
"4 Months, 3 Weeks and 2 Days",2007,Drama
Run All Night,2015,Action
Run All Night,2015,Crime
Run All Night,2015,Drama
Run All Night,2015,Thriller
Paul Blart: Mall Cop 2,2015,Action
Paul Blart: Mall Cop 2,2015,Comedy
Paul Blart: Mall Cop 2,2015,Crime
Play It to the Bone,1999,Comedy
Play It to the Bone,1999,Drama
Play It to the Bone,1999,Sport
Inside Out,2015,Adventure
Inside Out,2015,Animation
Inside Out,2015,Comedy
Inside Out,2015,Drama
Inside Out,2015,Family
Inside Out,2015,Fantasy
A Time to Kill,1996,Crime
A Time to Kill,1996,Drama
A Time to Kill,1996,Thriller
Star Trek IV: The Voyage Home,1986,Adventure
Star Trek IV: The Voyage Home,1986,Comedy
Star Trek IV: The Voyage Home,1986,Sci-Fi
Major Dundee,1965,Adventure
Major Dundee,1965,War
Major Dundee,1965,Western
Halloween II,2009,Horror
The Matrix,1999,Action
The Matrix,1999,Sci-Fi
Sleeper,1973,Comedy
Sleeper,1973,Sci-Fi
B-Girl,2009,Drama
B-Girl,2009,Music
B-Girl,2009,Romance
Into the Storm,2014,Action
Into the Storm,2014,Thriller
Flash of Genius,2008,Biography
Flash of Genius,2008,Drama
RED,2010,Action
RED,2010,Comedy
RED,2010,Crime
RED,2010,Thriller
Hud,1963,Drama
The Horror Network Vol. 1,2015,Horror
The Holiday,2006,Comedy
The Holiday,2006,Romance
Mean Creek,2004,Crime
Mean Creek,2004,Drama
Beerfest,2006,Comedy
Heaven Is for Real,2014,Biography
Heaven Is for Real,2014,Drama
Wild Grass,2009,Drama
Wild Grass,2009,Romance
The Conversation,1974,Drama
The Conversation,1974,Mystery
The Conversation,1974,Thriller
Shattered,2007,Crime
Shattered,2007,Drama
Shattered,2007,Thriller
The Prisoner of Zenda,1937,Adventure
The Prisoner of Zenda,1937,Drama
The Prisoner of Zenda,1937,Romance
High Heels and Low Lifes,2001,Action
High Heels and Low Lifes,2001,Comedy
High Heels and Low Lifes,2001,Drama
Super Troopers,2001,Comedy
Super Troopers,2001,Crime
Super Troopers,2001,Mystery
Fright Night,2011,Comedy
Fright Night,2011,Horror
Goosebumps,2015,Adventure
Goosebumps,2015,Comedy
Goosebumps,2015,Family
Goosebumps,2015,Fantasy
Goosebumps,2015,Horror
Lolita,1962,Crime
Lolita,1962,Drama
Lolita,1962,Romance
Idle Hands,1999,Comedy
Idle Hands,1999,Fantasy
Idle Hands,1999,Horror
Idle Hands,1999,Thriller
Kill List,2011,Crime
Kill List,2011,Horror
Kill List,2011,Thriller
Juwanna Mann,2002,Comedy
Juwanna Mann,2002,Drama
Juwanna Mann,2002,Romance
Juwanna Mann,2002,Sport
Shutter Island,2010,Mystery
Shutter Island,2010,Thriller
Subconscious,2015,Action
Subconscious,2015,Mystery
Subconscious,2015,Thriller
Ghost Town,2008,Comedy
Ghost Town,2008,Drama
Ghost Town,2008,Fantasy
Ghost Town,2008,Romance
Dogtown and Z-Boys,2001,Documentary
Dogtown and Z-Boys,2001,Sport
The Spirit,2008,Action
The Spirit,2008,Crime
The Spirit,2008,Fantasy
The Spirit,2008,Thriller
A Dog's Breakfast,2007,Comedy
High School Musical 2,2007,Comedy
High School Musical 2,2007,Drama
High School Musical 2,2007,Family
High School Musical 2,2007,Music
High School Musical 2,2007,Musical
High School Musical 2,2007,Romance
One Hour Photo,2002,Drama
One Hour Photo,2002,Thriller
Special,2006,Comedy
Special,2006,Drama
Special,2006,Sci-Fi
Ordet,1955,Drama
Ordet,1955,Fantasy
One for the Money,2012,Action
One for the Money,2012,Comedy
One for the Money,2012,Crime
One for the Money,2012,Romance
One for the Money,2012,Thriller
The Ultimate Gift,2006,Drama
The Ultimate Gift,2006,Family
The Ultimate Gift,2006,Romance
American Sniper,2014,Action
American Sniper,2014,Biography
American Sniper,2014,Drama
American Sniper,2014,History
American Sniper,2014,Thriller
American Sniper,2014,War
The Prince of Egypt,1998,Adventure
The Prince of Egypt,1998,Animation
The Prince of Egypt,1998,Biography
The Prince of Egypt,1998,Drama
The Prince of Egypt,1998,Family
The Prince of Egypt,1998,Fantasy
The Prince of Egypt,1998,Musical
House of Sand,2005,Drama
Take the Lead,2006,Drama
Take the Lead,2006,Music
Of Horses and Men,2013,Comedy
Of Horses and Men,2013,Drama
Of Horses and Men,2013,Romance
Just Go with It,2011,Comedy
Just Go with It,2011,Romance
Die Another Day,2002,Action
Die Another Day,2002,Adventure
Die Another Day,2002,Thriller
Dirty Work,1998,Comedy
Heist,2015,Action
Heist,2015,Crime
Heist,2015,Thriller
Captive,2015,Crime
Captive,2015,Drama
Captive,2015,Thriller
Return to the Blue Lagoon,1991,Adventure
Return to the Blue Lagoon,1991,Drama
Return to the Blue Lagoon,1991,Romance
My Week with Marilyn,2011,Biography
My Week with Marilyn,2011,Drama
King's Ransom,2005,Comedy
King's Ransom,2005,Crime
The Valley of Decision,1945,Drama
Starship Troopers,1997,Action
Starship Troopers,1997,Sci-Fi
Starship Troopers,1997,War
Soul Food,1997,Comedy
Soul Food,1997,Drama
I Served the King of England,2006,Comedy
I Served the King of England,2006,Drama
I Served the King of England,2006,Romance
I Served the King of England,2006,War
Beauty Shop,2005,Comedy
When Did You Last See Your Father?,2007,Biography
When Did You Last See Your Father?,2007,Drama
Aloha,2015,Comedy
Aloha,2015,Drama
Aloha,2015,Romance
G-Force,2009,Action
G-Force,2009,Adventure
G-Force,2009,Animation
G-Force,2009,Comedy
G-Force,2009,Family
G-Force,2009,Fantasy
G-Force,2009,Sci-Fi
The Hunt,2012,Drama
The Illusionist,2006,Drama
The Illusionist,2006,Mystery
The Illusionist,2006,Romance
The Illusionist,2006,Thriller
Raising Victor Vargas,2002,Drama
Raising Victor Vargas,2002,Romance
Eye See You,2002,Crime
Eye See You,2002,Horror
Eye See You,2002,Mystery
Eye See You,2002,Thriller
Eraserhead,1977,Fantasy
Eraserhead,1977,Horror
Eraserhead,1977,Sci-Fi
Major League,1989,Comedy
Major League,1989,Sport
Cold Mountain,2003,Adventure
Cold Mountain,2003,Drama
Cold Mountain,2003,History
Cold Mountain,2003,Romance
Cold Mountain,2003,War
