actor_facebook_likes,actor_name
736,Mariah Carey
18000,Robin Wright
472,Powers Boothe
0,Balinese Tari Legong Dancers
617,Noah Emmerich
677,David Ramsey
347,Illeana Douglas
787,Melinda Clarke
12000,Leonard Nimoy
989,Tiago Riani
1000,Tommy O'Reilly
219,Chris Young
537,Joseph Mawle
217,Glenn Shadix
279,Michael Hitchcock
216,Robert Miano
108,Dov Tiefenbach
27,Mélanie Doutey
189,Christian Stolte
502,Lisa Ann
888,Scatman Crothers
697,John Heard
131,James Eckhouse
448,Johnny Whitworth
224,Charlie Saxton
10,Pat Ryan
65,Igor Jijikine
233,Pedro Miguel Arce
284,M.C. Gainey
1000,Kevin Alejandro
694,Tony Danza
2,Ljubomir Kerekes
186,Sarah Wynter
175,Serena Scott Thomas
13,Andrew Keir
510,David Belle
5,Charis Michelsen
254,Dan Futterman
307,Naseeruddin Shah
83,Larry Fessenden
964,Paz Vega
6,Chatchai Plengpanich
61,Roshan Seth
89,Sedona James
475,Clarence Williams III
235,Eve Plumb
501,Timothy Hutton
3000,Leighton Meester
489,Lexa Doig
201,Elisa Donovan
533,Christa B. Allen
319,Nicole de Boer
120,Ajay Naidu
230,Marin Hinkle
503,Adam Boyer
406,Trey Parker
1000,Christopher Masterson
638,Nawazuddin Siddiqui
118,Stafford Douglas
6,Tetsu Watanabe
764,Michelle Forbes
102,Michael Horse
306,Linden Ashby
482,Sarah Clarke
296,Lesley Ann Warren
2000,Jurnee Smollett-Bell
21,Tom Dreesen
298,Clayne Crawford
75,Ho-Sung Pak
976,Alicia Witt
24,Johannes Silberschneider
353,Lillo Brancato
26,Taliesin Jaffe
957,John Michael Higgins
5,Brendan Mackey
216,Susie Abromeit
150,Erin Bethea
111,Kenneth Cranham
6,David Frederick White
427,Peter Dante
376,Walter Brennan
268,Tzi Ma
1000,Roger Rees
53,Lorne Cardinal
8,Mickey Hart
8,Anthony Burrell
0,Jason Bateman
133,Daniella Pineda
82,Louis Koo
680,Marc Trottier
148,Mario Monicelli
17000,Jim Parsons
0,Robert Redford
533,Jason Scott Lee
310,Tom McCarthy
575,Slim Pickens
52,Daniel Kash
21000,Vanna Bonta
9000,Emma Watson
860,Bella Heathcote
344,Necar Zadegan
395,Marlene Forte
201,Rachel Roberts
377,Eduardo Verástegui
761,Jonathan Brandis
413,Tisha Campbell-Martin
231,Patsy Kensit
163,Marisa Coughlan
4,Charles King
226,Bill Hunter
8,Matt Johnson
155,Nicholas Rowe
190,Deborah Foreman
595,Udo Kier
485,LisaRaye McCoy
0,Colin Andrews
207,Sticky Fingaz
136,Joan Baez
212,Vincent De Paul
485,Shane Pollard
4,CindyMarie Small
191,Carolyn Hennesy
562,Eddie Vedder
134,Taylor Pigeon
354,Sam Medina
183,Jimi Mistry
117,Kelly Keaton
766,Olivia Williams
514,Kari Wuhrer
3000,Seth MacFarlane
266,Roger Guenveur Smith
53,Josh Swanson
891,Raquel Elizabeth Ames
21000,Lorraine Ziff
125,Edward Fox
117,Jørgen Langhelle
281,Dan Hedaya
743,Kelly Preston
221,Hal Linden
1000,Alice Braga
375,Alex Emanuel
954,Hayley Lovitt
38,Tony Kgoroge
91,Gary Schwartz
2,Pat Buchanan
163,Wayne Pygram
228,Laura Breckenridge
537,Will Patton
88,Veronica Taylor
654,Poppy Montgomery
77,T.R. Silambarasan
265,Zane Holtz
520,Brenda Bakke
541,Billy Blair
364,James Hetfield
67,Zoe Levin
3000,Djimon Hounsou
178,Suzie Plakson
45,Colleen O'Shaughnessey
523,Michael Rady
268,John Hensley
883,Barry Corbin
700,Noureen DeWulf
248,Ryan Carnes
246,Bonnie Somerville
991,Bruce Greenwood
749,Demián Bichir
35,Mark Walters
725,Dee Wallace
42,Jeremy Kemp
812,Isabella Rossellini
318,Al Freeman Jr.
29,Alan Williams
281,Dillon Casey
4,Miguel Ángel Solá
426,Diahann Carroll
11000,Angelina Jolie Pitt
19,Lou Adler
115,Larry Bagby
55,Carlos Bardem
232,Liya Kebede
25,Christina Chambers
423,Amy Ryan
0,Sebastian Aguilar
578,Rachel Griffiths
251,James Patrick Stuart
433,Samm Levine
316,Brian Keith
131,David Lee Smith
590,Ray Romano
111,Miriam Colon
401,Richard Briers
18,Yûsuke Iseya
230,Ellar Coltrane
236,Jean-Marc Barr
33,Vicky Krieps
37,Ludger Pistor
6,Charles Linton
482,Leigh Whannell
208,Paula Abdul
361,Vanilla Ice
638,Frances Fisher
901,William Schallert
50,Paul Brannigan
205,Caitlin FitzGerald
962,Greta Gerwig
344,Penelope Ann Miller
116,Richard Portnow
422,Talulah Riley
719,Mario Lopez
19,Yasuaki Kurata
779,Corinna Harney
149,Lesley Manville
428,David A Cole
243,Penn Jillette
1000,Mekhi Phifer
111,Paul Daniel Ayotte
215,Ana Gasteyer
17000,Martin Scorsese
107,Aaron Kwok
46,Bruce Hopkins
46,Lou Saliba
236,Max Gail
507,Joanne Whalley
1000,Jennifer Jason Leigh
343,Victoria Smurfit
197,Lolita Davidovich
227,Vanessa Lee Chester
13,Merry Clayton
223,Veronika Dash
649,Ken Foree
351,Deneen Tyler
852,Katharine McPhee
205,Tony Bennett
615,Michael Dudikoff
329,Norah Jones
695,Anne Heche
444,Li Jun Li
147,Anita Mui
130,Sheryl Crow
78,Julene Renee
24,Enzo Petito
39,Peter Youngblood Hills
419,Victoria Leigh
975,Michael Rapaport
55,Lucy Gaskell
372,Chad Lowe
113,Nandita Das
242,Paolo Montalban
13000,Eddie Redmayne
23000,Paul Walker
683,Lauren German
140,Ian Richardson
17,Robert Stadlober
437,Steve Reevis
2,Isiah Thomas
585,Matt Gerald
434,Spencer Breslin
756,Geoff Stults
8,Gabriel Reyes
235,Carole Bouquet
349,Sydelle Noel
931,Sarah Silverman
34,Déborah Révy
8,Orla Fitzgerald
17,Denny Kirkwood
38,Kostja Ullmann
690,Thomas F. Wilson
378,Saïd Taghmaoui
648,Julian Richings
297,Cyril Raffaelli
339,Katherine Helmond
89,Gladys Cooper
109,Sakina Jaffrey
176,Bobby Lee
836,Pink
1000,Greg Nicotero
262,Akon
148,Brendan Sexton III
249,John Gielgud
81,Kelly Reno
304,Kath Soucie
367,Jan Hooks
3000,Robert Duvall
101,Ellie Cornell
72,Mark Rendall
59,Laura Brent
100,Peter Sallis
12,Piero Maggiò
448,Annabella Sciorra
48,Chenoa Maxwell
100,Samantha Futerman
27,Enrique Villén
29,Cindy Robinson
429,Ty Olsson
340,Matthew McGrory
243,Paul McGann
165,John Lone
220,Pfeifer Brown
270,Clint Jung
51,Long Nguyen
30,Jessica Dublin
184,Ron Rifkin
249,Michael Wright
490,Jamie Kennedy
283,Jeff Bennett
849,Sam Waterston
0,Shriman Umeshanad Brahmachari
63,Ariane Labed
889,Meghan Ory
50,Susanne Lothar
231,Emily Rios
201,Charlotte Le Bon
58,Amanda Tilson
113,Peter Sohn
659,Jenny Agutter
416,Kerry Condon
28,Courtney Bell
227,Alice Evans
823,Robert Picardo
440,Ayla Kell
906,Drew Fuller
871,Mackenzie Crook
533,Eoin Macken
3000,Bailee Madison
370,Robert Capron
560,Izabella Miko
681,Jacob Tremblay
310,Peter Vaughan
180,Vanna White
167,Len Cariou
50,Chris Miller
0,Elina Abai Kyzy
426,Clu Gulager
624,Kim Dickens
100,Amanda Redman
71,Vince Corazza
583,Erik Estrada
852,Lin Shaye
342,Lola Glaudini
355,Russell Peters
69,Arcelia Ramírez
537,Rosemarie DeWitt
93,Alan Pietruszewski
36,Bill Melendez
98,Don McManus
413,Stephen McHattie
150,Radivoje Bukvic
465,Roger Bart
55,Lou Romano
122,Richard Dysart
195,Philip Glenister
316,Irène Jacob
23,Eugene Roche
127,Libby Villari
529,Shawn Roberts
55,Norbert Ferrer
836,Damon Wayans
121,Lesley Sharp
232,Gloria Grahame
223,Tony Plana
388,Danny Aiello
741,Chad L. Coleman
39,Eric Godon
3,Ariane Schluter
534,Jessica Simpson
14000,Liam Neeson
0,Léon Schwartzenberg
114,Konstantin Khabenskiy
651,Thomas Lennon
0,Ian Gamazon
327,Oleg Taktarov
0,Béatrice Bonifassi
6,Yenny Paola Vega
15,Bruce Goodchild
424,Fred Armisen
392,Jack Elam
160,Mike Doyle
313,Jake Lacy
43,Jeremy Crutchley
196,Eddie Albert
706,Mike Epps
320,Steffinnie Phrommany
606,Alex Meraz
144,Rus Blackwell
1000,Ethan Suplee
174,Tony Amendola
812,Dylan Baker
69,Bob Costas
468,Liam James
8,Yves Jacques
90,Connie Ray
972,James Lafferty
148,Patrick St. Esprit
111,Jacob Young
583,Olivia Colman
400,Penelope Wilton
861,Billy West
839,Michael Spears
14000,Bradley Cooper
14000,Kate Winslet
16,Michael Higgenbottom
13,Amy Warren
257,Jane Curtin
158,Victor Buono
152,Kim Darby
365,Lloyd Kaufman
57,Andrea Corr
43,Daniel Giménez Cacho
597,Bonnie Hunt
195,Nicholas Hammond
362,Claire Foy
90,Jayne Eastwood
775,Eric Lloyd
62,Chi Ling Chiu
100,Laraine Day
100,Clare Higgins
935,Mary Lynn Rajskub
795,Eric Idle
313,Ahmed Best
100,Constance Wu
498,Alan Brent
287,Brady Corbet
141,Mitchell Ryan
0,Pant Shirt Baba
16,Tiffany Lamb
1000,Shane Black
549,Ophelia Lovibond
350,Will.i.am
7,Ranin Karim
309,Fabian Bolin
42,Emma Lung
246,Zach Grenier
223,Judy Davis
447,Matt Schulze
21,Michel Bouquet
218,Brent David Fraser
1000,Bill Duke
201,Daniela Bianchi
392,Randall Park
575,Frances O'Connor
97,Christian Clemenson
13,Angel David
536,Michael Gross
36,Michael Lieber
458,Wendell Pierce
223,Saad Siddiqui
95,Tony Way
135,Lucy Boynton
181,Don Stark
866,Marcello Mastroianni
807,Luke Benward
295,Maria Canals-Barrera
748,Michael Dorn
5,Tommy Pallotta
548,Kris Marshall
844,Cheech Marin
387,Omid Abtahi
130,Maude Apatow
35,Stephanie Vogt
88,Soledad Villamil
433,Jill Clayburgh
4,Kamatari Fujiwara
57,Gérard Jugnot
467,Ned Beatty
412,Larry Hankin
125,Edward Andrews
195,Bernard Cribbins
725,Ringo Starr
353,Courtney Love
253,John Fiedler
458,Holland Taylor
27,Melanie Kinnaman
157,Mary Page Keller
241,Haluk Bilginer
813,Jessy Schram
26000,Jason Statham
40,Cliff Edwards
20,Pamela Salem
335,David Oakes
282,Akima
131,Anamaria Marinca
326,Taika Waititi
148,Charlotte Lewis
284,Jason Weaver
249,Lainie Kazan
13,Anna Nakagawa
46,Cynthia Myers
557,Daniella Alonso
233,Dave Sheridan
232,Joss Ackland
711,Jason London
8,Fred Malatesta
114,Saeed Jaffrey
1000,Mark Margolis
130,Robert Costanzo
421,Terry
371,Katia Winter
1000,Johnny Pacar
3,Rachel Nash
6000,Eva Green
3,Ellia Thompson
254,Jeff Perry
1000,Amy Poehler
103,Chen Chang
25,Mikaal Bates
253,Fiona Dourif
935,Luke Grimes
528,Parminder Nagra
113,Aaron Hughes
143,Fernando Cayo
96,Cheryl Tiegs
51,Sean Keenan
284,Bryan Brown
288,James Whitmore
18000,Zuhair Haddad
4,Zhengyong Zhang
244,Howard Keel
479,Cynthia Nixon
33,Kesun Loder
59,Dan Bakkedahl
186,Rose Marie
11,Catherine Lambert
107,Marc Macaulay
219,Kate Flannery
82,Todd Susman
442,Paul Hogan
80,Fabrice Luchini
389,Sam Jaeger
522,Jacqueline Bisset
294,Mykel Shannon Jenkins
18,Melissa Sturm
77,June Carter Cash
429,Amrish Puri
690,Ben Davies
736,David O'Hara
303,R. Marcos Taylor
15,Rob Jarvis
685,Steven Weber
518,William Shockley
551,Jake Weber
7,Leticia Brédice
480,Jerry Ferrara
73,Gretchen Palmer
311,Drew Sidora
300,Gabriel Bateman
165,Ryan Kruger
380,David Patrick Kelly
54,Mark Bazeley
227,Zachery Ty Bryan
166,Meredith Scott Lynn
196,Tom E. Nicholson
258,John Hillerman
308,Leland Orser
513,MyAnna Buring
618,Aimee Garcia
18,Peng Lin
96,Markéta Irglová
953,America Ferrera
185,Jacob Zachar
91,Jonathan Morgan Heit
332,Vera Miles
78,Anthony Johnson
72,Richard Brooker
294,François Chau
724,Enrico Colantoni
541,Reginald VelJohnson
167,Diane Baker
452,Talia Shire
584,Keith Carradine
0,Bill Baird
117,Gary Lockwood
5,Michael Parle
370,Cesar Romero
0,Kyra Nichols
215,Rex Linn
399,Robin McLeavy
208,Mekia Cox
0,Bobby Kendall
1000,Holly Hunter
558,Eartha Kitt
1000,Oliver James
159,Kevin Leslie
236,Beau Knapp
294,Siobhan Fallon Hogan
15,Daryn Tufts
88,Oliver Stark
898,Henry Rollins
1000,Harold Perrineau
41,Dequina Moore
63,Rosanna DeSoto
11000,Daniel Radcliffe
47,Billy Gilbert
3000,Bryce Dallas Howard
141,Hansika Motwani
70,Gordon Jump
510,Richard Cabral
1000,Sullivan Stapleton
277,Keenan Wynn
315,Irene Dunne
59,Yû Aoi
382,Geraldine Chaplin
718,Nicole Scherzinger
822,Michael Cudlitz
167,William Lee Scott
424,Garrett Morris
695,Heather Locklear
1000,Jeri Ryan
60,David Richmond-Peck
1000,Gary Dourdan
532,Saif Ali Khan
102,Stephen Boyd
559,Tim Matheson
150,Tate Taylor
12,Robert Hobbs
10,Charlotte Bøving
1000,Jason Flemyng
152,Mishael Morgan
199,Victoria Beckham
362,Michael Bower
268,Lemmy
85,Neeru Bajwa
730,Leon
51,Chulpan Khamatova
232,David Alpay
345,Olympia Dukakis
102,Pelé
31,Lucille La Verne
38,Georgina Cates
23,Basher Savage
561,Michael Palin
62,Wendee Lee
31000,Mem Ferda
517,Karan Brar
116,Connor Corum
103,Noam Chomsky
213,Ava Acres
249,Marla Gibbs
71,Gerard McSorley
148,Carmen Maura
7,Rie Miyazawa
1000,Bernie Mac
126,Zack Pearlman
72,Pip Torrens
9,Jo Prestia
345,Laura Harris
772,Chase Ellison
2,Hailu Qin
11,Mark Torgl
324,Cindy Williams
200,Edwin Hodge
936,Joel David Moore
461,Tara Platt
559,Delphine Chanéac
0,Andy Cohn
284,Aki Aleong
154,Boman Irani
520,Warren Christie
305,Lorraine Toussaint
1000,John Belushi
584,Alanna Ubach
424,Amy Yasbeck
16,Jason Evers
83,John Sessions
14,Sven Nordin
0,Ejner Federspiel
206,Lucy Fry
34,Big Budah
387,Liza Lapira
86,Matthew Alan
177,Peter Wingfield
219,Daniel Kaluuya
145,Gordon Jackson
462,Divine
627,Amber Valletta
354,Cathryn de Prume
980,Sasha Alexander
313,Kathy Baker
238,Michael O'Keefe
502,Tracie Thoms
17,Bunta Sugawara
778,Kevin Corrigan
15000,Jake Gyllenhaal
654,Tony Nappo
68,Selton Mello
27,Philippe Petit
99,Adolphe Menjou
629,Shelley Duvall
165,Eddie Baroo
940,Victor Webster
668,Martin Kove
35,Justin Gordon
310,Angela Sarafyan
4,Leonid Yarmolnik
77,Josie Ho
168,John F. Kennedy
404,Gary Stretch
395,Simon Baker
44,Marco Hofschneider
742,Richard Bull
159,Scott Lawrence
95,Jeanette Branch
235,Matt Shively
513,Larry Drake
64,Dree Hemingway
343,Mike Figueroa
46,Kathy Uyen
980,Margarita Levieva
807,Regina Hall
720,Robbie Barnes
13,Sahajak Boonthanakit
860,Adam Alexi-Malle
800,Ethan Peck
785,Oscar Gale
229,Dawn French
726,Richard Burton
851,Jada Pinkett Smith
912,Judith Barsi
455,Edgar Arreola
212,Jemima Rooper
168,Jason Maza
225,William Bassett
5,Fereshteh Sadre Orafaiy
710,Rene Auberjonois
573,Lars Mikkelsen
570,Jodi Benson
474,Lynn Cohen
172,Jsu Garcia
172,Lee Ingleby
226,Denis Lavant
82,Angus Sampson
380,Craig Bierko
139,Jack Wild
281,Kelly Clarkson
45,Jung-min Hwang
122,Clé Bennett
10,Man Li
597,Monica Calhoun
559,Bob Balaban
311,Bobby Moynihan
0,Amanda Kearsan
602,Linda Fiorentino
348,Emily Wickersham
439,Chelsea Handler
133,Anushka Shetty
214,Nat Faxon
39,Kelly Paterniti
36,Juliane Köhler
157,Roger Jackson
405,Miriam Margolyes
228,Tyrone Benskin
931,Tyler James Williams
56,S. William Hinzman
227,Leos Carax
223,Ione Skye
209,Gloria Votsis
165,Ken Davitian
146,Matt King
314,George Lazenby
135,Michael Lonsdale
327,Jimmy Shergill
231,Dr. Dre
939,Stephen Root
12,Clovis Fouin
803,Telly Savalas
247,Alexandra Callas
937,Francis Capra
54,Donovan Scott
633,Bolo Yeung
106,Shin'ya Tsukamoto
329,Roma Downey
991,Joan Fontaine
102,Justin Hall
186,Celia Imrie
324,Tracey Walter
547,Niall Horan
795,Ashley Scott
21,Bobby Block
984,Brigitte Bardot
854,Jim Belushi
95,Kate Luyben
877,Jordi Mollà
63,John Ralston
145,Marcus Chong
385,Madison Lintz
279,Rod Steiger
149,Woo-sung Jung
321,Todd Bridges
49000,Robin Williams
945,Lauren Ambrose
49,Sachiko Ishida
440,Yeardley Smith
0,Evelyn Jefferson
15,Hanno Pöschl
387,Honor Blackman
151,Peter Jason
838,Julie Walters
89,Charly Bivona
568,Debra Winger
26,Hana Shuan
677,Emmanuel Kabongo
251,Carol Sutton
111,Ronald Pickup
34000,Jennifer Lawrence
169,Richard Basehart
44,Yolande Moreau
270,Jonathan Breck
120,Manuela Velasco
310,Blair Brown
227,Ben Stein
467,Kimberley Crossman
256,Matt Craven
15,Bonnie Henna
664,Nichelle Nichols
8000,Logan Lerman
40,Phoebe Legere
122,Alan Bates
499,James Brolin
110,Paul Hickert
138,Travis Legge
390,Cyd Charisse
0,Emma Eliza Regan
847,Jessica Szohr
1000,Dorian Missick
499,Dustin Milligan
885,Chriss Anglin
210,Carlease Burke
74,Dylan Schombing
0,Garba Touré
605,Ronny Cox
133,Noah Huntley
222,Paula Marshall
7,Jason Dixie
3,Joseph Kaiser
773,James Nesbitt
919,Larry Joe Campbell
261,Vince Vieluf
69,Kirby Heyborne
89,Jennifer Hall
881,Snoop Dogg
5,Martin Sharpe
571,Cjon Saulsberry
24,Robert Noble
400,William Sanderson
794,Gloria Stuart
83,Lynda Boyd
816,Geoffrey Arend
576,Franco Nero
206,Shaun Toub
3,Sakae Kimura
120,Dendrie Taylor
63,Jacques Perrin
95,Jim Cody Williams
755,Vivian Lamolli
738,Lena Horne
729,Joey D. Vieira
558,D.B. Sweeney
10000,Olivia Wilde
118,Fred Tatasciore
161,James Cullen Bressack
30,Gaye Brown
978,Craig Parker
64,Reginald Ballard
333,George Sanders
16,Hiroyuki Ikeuchi
1000,Jennifer Ehle
12,Nancy Ison
33,Jeffrey Falcon
409,Wood Harris
655,Bruce McGill
344,June Squibb
967,Dianne Wiest
308,Chi Muoi Lo
92,Daniel Lapaine
115,Jarrod Phillips
177,John Amplas
165,Ryan Kennedy
826,Steve Howey
91,Ryan Bollman
259,Tim Guinee
433,Jemima Kirke
84,Takuya Kimura
217,David Walliams
35,Miriama Smith
805,Leslie Jordan
610,Ginger Rogers
341,T.C. Stallings
616,Evan Ross
763,Cody Howard
141,Peter Firth
108,Matt Malloy
1000,Iko Uwais
479,Allison Miller
258,Suzie Steen
110,Matthew Daddario
94,Spring Byington
99,Ron Roggé
336,Omri Katz
134,Michael Elian
1000,Birgitte Hjort Sørensen
268,Thelma Ritter
523,Matt Jones
89,Barnard Hughes
174,Rick Worthy
268,Ian McNeice
509,Amiah Miller
567,Richard Coyle
576,Kevin Dillon
472,Kevin Tighe
561,Stephen Baldwin
84,Velibor Topic
535,Jeff Fahey
730,Robert Ri'chard
787,Vincent Gallo
0,Ellen Block
387,John Neville
168,Jamey Sheridan
206,Martin Donovan
40,Terry O'Neill
308,Maria Doyle Kennedy
439,Jim Carter
342,Robin Shou
573,Portia de Rossi
65,Lumi Cavazos
119,Brendon Eggertsen
594,Louis Jourdan
264,Shengyi Huang
8,Bob Proctor
19,Rumi Missabu
636,Alex Winter
42,Ryan McDonald
423,Zach McGowan
324,Richard Lynch
265,Lindsay MacDonald
787,Atticus Shaffer
64,Agata Trzebuchowska
45,Don McKellar
356,Paul Williams
884,Archie Panjabi
234,Valente Rodriguez
237,Kate Capshaw
809,Aretha Franklin
302,Michael McMillian
427,Leonor Varela
2000,Michael Jai White
322,Björk
977,Faye Dunaway
53,Jacqueline Lovell
290,David Dastmalchian
2,Joel Fuhrman
706,Eamonn Walker
38,Alastair Duncan
206,Diane Ladd
83,Jason Cerbone
11000,Melissa Bolona
254,Fares Fares
641,Taylor Blackwell
282,Lusia Strus
296,JoBeth Williams
173,Cam Clarke
107,Derek Jeter
299,KaDee Strickland
130,Todd Allen
93,David Gulpilil
43,David Backus
175,Griffin Kane
445,Kelly LeBrock
503,Hattie McDaniel
572,Levon Helm
5,Nichole Ceballos
140,Kim Ly
208,Teresa Wright
288,Mariel Hemingway
3,Amos Oz
279,Adam Rayner
153,Robert McKee
466,Jamie Foreman
458,Maureen McCormick
330,Joan Plowright
15,Reiner Schwarz
278,Herbert Lom
665,Ricky Schroder
75,Beatrice Straight
379,Kelly Ripa
35,Amir Farrokh Hashemian
484,Eddie Kaye Thomas
124,Bart Shatto
9,Greg Speirs
298,Alycia Debnam-Carey
15000,Emma Stone
87,Michael Brandon
11000,Jason Momoa
165,Ski Carr
898,Nicole Beharie
733,Lauren Gottlieb
481,Robert Wagner
23000,Joseph Gordon-Levitt
92,Gilles Lellouche
2000,Humphrey Bogart
750,Terence Hill
69,Demetrius Grosse
370,Kylie Bunbury
79,Robert Foxworth
255,Eva Marcille
452,Stephen Collins
566,Angel Coulby
122,Debi Derryberry
496,Malik Yoba
165,Erick Elias
67,Pedro Armendáriz Jr.
35,Dylan Kussman
99,Randall Duk Kim
16,Lila Kedrova
541,François Cluzet
179,Bruce Payne
158,Jack Nance
727,Kevin Brown
363,Terry Kinney
629,Doona Bae
538,Najarra Townsend
2,Rowan Isaacson
394,Izabella Scorupco
1000,Lisa Ann Walter
324,Brian Van Holt
234,Steve Bastoni
275,Jack Lord
740,Liza Minnelli
269,Susannah York
982,Ethan Embry
155,Simon Yam
747,Colin Ferguson
343,Paul Michael Glaser
243,Ti West
26,Juan Luis Galiardo
451,Obba Babatundé
0,Sam Adams
10,Guang Li
199,Russell Hodgkinson
0,Mohamad Haref Harati
746,Rick Yune
3,Kirsten Collins
48,Catriona MacColl
236,Maïwenn
586,Elaine Stritch
106,Paresh Rawal
220,Robert Blake
403,Marian Seldes
634,Erin O'Brien
7,Macha Méril
54,Isabelle Nanty
7000,Steve Carell
402,Patricia Heaton
878,Monica Potter
908,Roberta Valderrama
95,Marilyn Norry
521,Sydney Pollack
419,Fred Rogers
217,Rodger Bumpass
62,Dimple Kapadia
826,Scott Glenn
0,Spela Colja
50,Ferdinando Vetere
23,Christopher Toler
2,Aubrey Poo
678,Charlie Korsmo
61,James With
1000,Maggie Siff
319,Crystal Lowe
83,Bess Armstrong
849,Eddie Cibrian
122,Joaquín Cosio
836,Tammin Sursok
357,Scott Patterson
67,Karen Young
69,Seu Jorge
601,Nicholas Gonzalez
542,Robert Vaughn
11,Stephen McCole
24,Virginia Leith
211,Kasia Smutniak
29,Clemens Schick
0,Christophe Cherki
426,Keith Richards
490,Eliza Coupe
279,Glynis Johns
920,Josh Henderson
139,Patrick Troughton
380,Jessalyn Gilsig
12,George T. Odom
110,Waris Ahluwalia
237,Rachel Crow
718,Martha Higareda
503,Kevin Nealon
21,Si Won Choi
96,William Joseph Elk III
119,Ben Miles
16000,Ian Somerhalder
74,Thomas Bo Larsen
259,Jessica Raine
298,Teryl Rothery
612,Marla Sokoloff
67,Shawn Andrews
441,Anthony Daniels
0,Yuval Diskin
539,S. Epatha Merkerson
163,Nellie Sciutto
4,Zheng Xu
512,Brittany Curran
146,James Fox
312,Brigitte Nielsen
167,Troy Garity
5,Aida Elkashef
12,Marian Marsh
57,Kenneth Tobey
432,Emmanuelle Riva
51,Paul Lukas
17,Christian Anderson
552,Beau Bridges
60,Vic Aviles
850,Kate Walsh
500,Sabrina Carmichael
839,Rob Riggle
923,Masi Oka
961,Jaime King
256,Maile Flanagan
239,Hudson Leick
149,Janet Hubert
569,Mike Colter
469,Joseph Cotten
245,Jason Burkey
165,James Read
118,Zackary Steven Graham
316,Sammy Nagi Njuguna
409,Kimberly J. Brown
31,Blaine Anderson
1000,David Jason Perez
664,Nate Parker
115,Kate Ashfield
8,Oanh Nguyen
553,Lee Norris
91,Pat Boone
472,Luis Sanchez
309,Natasha Calis
77,Anita Page
597,Lew Temple
916,Drake
8000,Shah Rukh Khan
0,Joe Bishop
387,Andrew Wilson
79,Siu-Wong Fan
301,Gene Simmons
750,Jenny McCarthy
75,Chris New
2,Tenzin Thuthob Tsarong
204,Martin Dew
767,Phoebe Cates
992,Radha Mitchell
174,Cynthia Rhodes
721,Tasha Smith
964,Ranbir Kapoor
642,Tom Cavanagh
19,Alana Kaniewski
3000,Ty Burrell
109,Odessa Rae
361,Stefan Kapicic
30,Brian Eno
0,Hanne Aagesen
500,Harvey Fierstein
45,Petchtai Wongkamlao
4,Dominik Castell
562,Dan Fogler
708,Teri Polo
332,David Denman
163,Natalie Stephany Aguilar
849,Lance Gross
5,Jeff Ament
400,Victor Wong
940,Mo'Nique
637,Kimberly Elise
8,Jane Bradbury
1000,Lea Thompson
44,Harrison Page
198,Ahney Her
974,Bingbing Li
125,Judith O'Dea
63,Ulrich Tukur
23,Lenore Zann
4,Evan McGuire
214,Scott Evans
634,Tippi Hedren
695,Randy Quaid
135,Dave Allen
106,Danielle Darrieux
0,Deems Taylor
569,Usher Raymond
387,Rich Ceraulo
0,Casey Affleck
10,Stephanie Berry
263,John Cameron Mitchell
503,Lauren London
339,Elijah Kelley
102,Tania Saulnier
40,Isild Le Besco
103,Casper Crump
638,Kevin Connolly
659,Edie Falco
206,Julia Sawalha
229,Phill Lewis
257,Vic Morrow
450,Marc Donato
73,Sal Lopez
848,Jami Gertz
27,Marina Vlady
130,John Bell
331,Brianna Brown
16,Michel Côté
18,Rita Davies
761,Christian Keyes
270,Melonie Diaz
455,Chris Penn
80,Marcus Lyle Brown
25,Jordan Lund
442,Hope Davis
968,Alex Rocco
726,Eddie Deezen
6,Jon Osbeck
10000,Marlon Brando
555,Adrian Pasdar
436,Carel Struycken
187,Jaycee Chan
880,Johnny Cannizzaro
1000,Ronald Reagan
111,Michael McGlone
597,Julie Christie
35,Bjørn Sundquist
482,Fionnula Flanagan
781,Joey Lauren Adams
957,Wilford Brimley
266,Sofia Black-D'Elia
551,Gary Daniels
594,Bárbara Mori
183,Peter Jacobson
326,Jamel Debbouze
49,Lisa Ortiz
908,Jaleel White
170,Robinne Lee
106,Alex Macqueen
605,Dick Van Patten
271,Dana Ivey
326,Archie Kao
218,Max Beesley
498,Chrystale Wilson
69,Alexandra Rapaport
127,Benno Fürmann
394,David Adam Flannery
79,Zohra Segal
864,Thomas Ian Nicholas
323,John Billingsley
59,David Schaal
251,Dennis L.A. White
6000,Lucille Ball
345,Tchéky Karyo
51,Jim Byrnes
730,Kelli Garner
48,Conrad Vernon
387,Carol Channing
328,Dan Hicks
648,Nick Stahl
10000,Jeremy Renner
14,Tommy Sheppard
641,John Astin
264,Lee Remick
973,Rainn Wilson
229,Leon Rippy
283,Bipasha Basu
21,Renee Faia
275,Isaac Hayes
101,John McMartin
1000,Jasper Cole
16,Jon Gunn
929,Rila Fukushima
306,Jelena Jovanova
248,Matt Ross
423,Woody Strode
363,Hannah Spearritt
117,Todd Giebenhain
9,Jesuíta Barbosa
301,Christina Moore
153,Ken Bevel
451,Giancarlo Giannini
120,Eric Sheffer Stevens
975,Jack McBrayer
0,Jasper Johal
89,Trevor Blumas
20000,Natalie Portman
256,Hallee Hirsh
814,Mark Fantasia
231,Kathleen Munroe
835,Madison Pettis
353,Daniel Wu
21,David Gant
205,Andrew Airlie
