facenumber_in_poster,content_rating,num_critic_for_reviews,movie_imdb_link,num_user_for_reviews,num_voted_users,imdb_score
0,,6,http://www.imdb.com/title/tt3973612/?ref_=fn_tt_tt_1,1,70,7.4
0,R,63,http://www.imdb.com/title/tt0104036/?ref_=fn_tt_tt_1,148,41361,7.3
2,PG,43,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,99,54723,6.2
1,PG,23,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,26,8008,5.2
1,PG-13,20,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,27,2427,5.7
1,R,5,http://www.imdb.com/title/tt0130019/?ref_=fn_tt_tt_1,15,405,5.4
0,R,177,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,690,79330,8
9,PG,52,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,75,12706,5.3
,PG,49,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,125,10483,5.4
0,PG,284,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,414,57873,6.1
0,PG-13,93,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,53,7199,4.5
6,PG-13,43,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,33,4065,5.3
3,R,164,http://www.imdb.com/title/tt0839980/?ref_=fn_tt_tt_1,119,67005,5.8
1,R,224,http://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,383,164608,6.4
1,R,88,http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1,278,52805,6.8
0,R,124,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,287,46396,7.5
0,PG,75,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265,51314,5.7
0,PG-13,224,http://www.imdb.com/title/tt0421239/?ref_=fn_tt_tt_1,673,94108,6.5
3,,9,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,19,4204,6.6
0,R,107,http://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,232,27580,5.5
1,R,231,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,232,59507,7.8
0,R,240,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,644,63363,5.6
0,R,72,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,169,36381,7.6
0,R,225,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176,28483,6.1
1,PG-13,197,http://www.imdb.com/title/tt1126591/?ref_=fn_tt_tt_1,222,61680,6.4
0,R,60,http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1,249,43376,5.7
0,PG-13,194,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266,55617,5.2
0,PG,46,http://www.imdb.com/title/tt0080549/?ref_=fn_tt_tt_1,84,12974,7.5
2,PG-13,72,http://www.imdb.com/title/tt0815244/?ref_=fn_tt_tt_1,50,37700,6.3
0,PG-13,642,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803,1468200,8.8
0,R,252,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,374,131462,7.5
1,PG,34,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100,23928,6.6
1,PG-13,451,http://www.imdb.com/title/tt1409024/?ref_=fn_tt_tt_1,341,268154,6.8
0,PG,32,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,2933,4.7
0,PG-13,19,http://www.imdb.com/title/tt0119033/?ref_=fn_tt_tt_1,40,666,7
0,PG,73,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,181,23476,4.4
0,PG-13,62,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,18,4600,3.3
1,PG-13,63,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,180,15617,5.8
1,PG-13,252,http://www.imdb.com/title/tt0816442/?ref_=fn_tt_tt_1,236,98741,7.6
4,R,444,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,561,108683,5.3
1,,16,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,6,190,6.9
0,PG,52,http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1,64,5187,5.5
0,R,73,http://www.imdb.com/title/tt0161860/?ref_=fn_tt_tt_1,84,10672,7.7
1,PG-13,111,http://www.imdb.com/title/tt0328589/?ref_=fn_tt_tt_1,317,35718,6.7
0,PG,71,http://www.imdb.com/title/tt0077838/?ref_=fn_tt_tt_1,113,12611,8.2
2,PG-13,85,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,648,129601,4.8
1,R,265,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383,141663,7
0,PG-13,280,http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1,421,85333,7.3
3,R,30,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1,24,1950,6.5
0,R,271,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,291,81699,5.4
0,PG,134,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,82,14062,5
1,R,85,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,546,101411,6.6
0,PG,183,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,245,142293,7.2
2,PG-13,92,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,36,6147,5.4
3,,16,http://www.imdb.com/title/tt0833553/?ref_=fn_tt_tt_1,37,2909,5.4
0,G,159,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,99,58498,6.4
1,PG-13,228,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,398,107772,5.4
0,Not Rated,233,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,172,44763,7.9
2,R,236,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1,205,76010,6.6
1,PG,76,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123,23473,4.4
0,R,73,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1,59,10100,5.4
1,PG,536,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,773,345198,8.3
3,R,71,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,236,99558,7.4
5,PG,106,http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1,219,61621,7.3
2,Approved,53,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1,67,5294,6.8
0,R,220,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,982,72744,4.9
3,R,313,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1,3646,1217752,8.7
0,PG,66,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,128,33335,7.3
0,PG-13,8,http://www.imdb.com/title/tt0964179/?ref_=fn_tt_tt_1,10,551,4
0,PG-13,228,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1,210,54101,5.8
0,PG-13,99,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45,14301,7
4,PG-13,315,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328,238916,7.1
0,Approved,65,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,120,15277,7.9
0,,10,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,3,139,7.3
3,PG-13,157,http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1,483,182757,6.9
0,R,126,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,154,26407,7.3
2,R,91,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,177,54710,6.3
,PG,82,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1,153,21034,5.8
0,PG,129,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,31,3174,6.3
2,PG,149,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,313,74651,7.9
1,R,29,http://www.imdb.com/title/tt0489664/?ref_=fn_tt_tt_1,118,25450,6.7
2,Approved,7,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,3256,7.8
2,R,43,http://www.imdb.com/title/tt0253126/?ref_=fn_tt_tt_1,44,3080,6.2
0,R,100,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,333,76151,7.1
1,R,358,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,242,85024,6.4
4,PG,218,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,308,95956,6.4
0,Not Rated,103,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,414,135647,7.7
0,R,59,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,198,33745,6.2
0,Not Rated,255,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,209,25750,6.3
3,PG-13,32,http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1,40,5312,4.5
0,R,490,http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1,964,786092,8.1
0,R,1,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1,16,292,2.2
3,PG-13,210,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,147,60516,6.7
0,PG-13,86,http://www.imdb.com/title/tt0275309/?ref_=fn_tt_tt_1,88,10366,7.7
1,PG-13,223,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1,290,53864,4.8
2,,8,http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1,92,6524,7
5,TV-G,44,http://www.imdb.com/title/tt0810900/?ref_=fn_tt_tt_1,162,39786,4.8
0,R,207,http://www.imdb.com/title/tt0265459/?ref_=fn_tt_tt_1,605,97938,6.8
0,R,56,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,37,4862,6.9
0,Not Rated,54,http://www.imdb.com/title/tt0048452/?ref_=fn_tt_tt_1,49,9903,8.1
1,PG-13,127,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,169,34203,5.3
2,PG,46,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,81,14100,7.4
0,R,490,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,916,325264,7.3
2,PG,120,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,353,91093,7
1,R,42,http://www.imdb.com/title/tt0373747/?ref_=fn_tt_tt_1,35,2650,7.5
0,PG-13,101,http://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,127,21767,6.7
0,,66,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,7,1920,6.9
1,PG-13,204,http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1,203,172878,6.4
0,PG-13,264,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1185,169914,6.1
0,PG-13,32,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117,20033,6.4
1,R,44,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,114,32391,6.1
1,PG-13,39,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,22,3911,5.3
1,PG-13,14,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,14129,5.1
1,R,386,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216,71679,7
7,PG-13,23,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,20,3229,4.1
0,Passed,7,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,29,1314,7.5
0,R,192,http://www.imdb.com/title/tt0120201/?ref_=fn_tt_tt_1,1049,221521,7.2
6,R,34,http://www.imdb.com/title/tt0120169/?ref_=fn_tt_tt_1,30,5275,6.9
1,R,99,http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1,27,6183,7.4
1,PG-13,72,http://www.imdb.com/title/tt0388500/?ref_=fn_tt_tt_1,59,13194,5.5
2,PG-13,90,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,34,3571,6.9
1,PG-13,138,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,344,79560,5.4
0,PG,145,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90,33042,5.1
1,R,349,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1,249,170155,8.3
3,PG-13,236,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,1290,590750,7.6
1,R,59,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,135,4743,7.2
1,R,66,http://www.imdb.com/title/tt0160184/?ref_=fn_tt_tt_1,142,19706,5.3
1,Unrated,152,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1,535,69831,7.4
3,R,57,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,97,49007,7.2
3,R,198,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1,674,118483,7.2
2,PG-13,58,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,76,28848,5.7
1,R,97,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,619,39788,4.5
2,PG-13,165,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1,192,81444,6.2
0,PG-13,84,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,497,13215,6.3
0,PG-13,196,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,347,89816,6.3
4,PG,27,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,132,36624,7.3
3,,6,http://www.imdb.com/title/tt2147225/?ref_=fn_tt_tt_1,4,385,5.6
0,R,133,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1,53,9808,6.6
0,R,231,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,156,46107,8
0,PG-13,345,http://www.imdb.com/title/tt0411477/?ref_=fn_tt_tt_1,342,208422,7
5,PG-13,149,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,477,515306,8.3
1,PG-13,354,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,782,336235,7.2
0,G,99,http://www.imdb.com/title/tt0032455/?ref_=fn_tt_tt_1,230,71321,7.8
2,PG,23,http://www.imdb.com/title/tt0079240/?ref_=fn_tt_tt_1,50,11623,7
2,PG,197,http://www.imdb.com/title/tt0346156/?ref_=fn_tt_tt_1,618,72868,6.1
6,R,91,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,41,14612,6.5
3,R,284,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,121,79353,7.6
0,PG-13,364,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212,61114,7.5
1,R,47,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,114,6782,6.6
2,Not Rated,30,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,33,3104,4.3
1,PG-13,187,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,609,264533,8.1
2,PG-13,144,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,278,191470,6.8
0,PG,406,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904,421658,7.6
1,PG-13,157,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,64556,8.1
1,PG-13,,http://www.imdb.com/title/tt1390404/?ref_=fn_tt_tt_1,1,62,6.2
2,,1,http://www.imdb.com/title/tt3000844/?ref_=fn_tt_tt_1,6,629,7.7
0,Not Rated,,http://www.imdb.com/title/tt2052015/?ref_=fn_tt_tt_1,,85,6.3
0,PG,60,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,102,10832,6.7
0,PG-13,26,http://www.imdb.com/title/tt2876428/?ref_=fn_tt_tt_1,7,2112,7.7
0,PG-13,538,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,720,197412,7.4
0,PG-13,575,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106,381148,7
1,PG-13,259,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,175,89906,8
2,PG-13,208,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606,270207,6.1
1,PG-13,25,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,74,2164,7.7
1,Unrated,100,http://www.imdb.com/title/tt0054997/?ref_=fn_tt_tt_1,167,62860,8
0,PG,14,http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1,54,6384,6.2
3,PG-13,72,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,157,7909,4.9
4,PG,55,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,11092,4.5
0,Not Rated,87,http://www.imdb.com/title/tt2852376/?ref_=fn_tt_tt_1,15,3499,6.8
0,G,61,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,216,24868,5.8
1,PG-13,84,http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1,235,52533,7.5
3,,22,http://www.imdb.com/title/tt4333662/?ref_=fn_tt_tt_1,2,74,7.7
1,R,153,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,1248,206776,6.9
0,PG-13,198,http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1,181,29867,6.2
1,PG-13,116,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,34597,6
0,PG-13,57,http://www.imdb.com/title/tt0110475/?ref_=fn_tt_tt_1,213,265818,6.9
0,PG-13,158,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,113963,7.2
1,G,141,http://www.imdb.com/title/tt0120917/?ref_=fn_tt_tt_1,297,128285,7.3
0,R,74,http://www.imdb.com/title/tt0134618/?ref_=fn_tt_tt_1,123,22250,6.7
0,R,18,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,26,1763,5.1
0,,27,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,28,1756,7.2
0,PG-13,113,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,301,16474,4.2
2,,65,http://www.imdb.com/title/tt2952602/?ref_=fn_tt_tt_1,26,5900,6.5
0,Approved,25,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,72,6804,7
0,,60,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,16,4265,6.3
0,PG-13,80,http://www.imdb.com/title/tt0093300/?ref_=fn_tt_tt_1,383,30840,2.8
1,R,121,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,395,183288,8.1
1,PG-13,403,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591,305008,6.7
1,PG-13,35,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,93,74743,6.5
2,R,15,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,19,775,7.4
1,PG,163,http://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,441,65551,5.7
2,R,125,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,50,11476,6.1
0,R,245,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,274,55842,7.5
0,,7,http://www.imdb.com/title/tt2442662/?ref_=fn_tt_tt_1,5,106,3.7
2,R,40,http://www.imdb.com/title/tt0101764/?ref_=fn_tt_tt_1,72,28736,5.5
5,,18,http://www.imdb.com/title/tt0942903/?ref_=fn_tt_tt_1,42,15862,7.4
1,R,269,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,289,88451,7.1
1,R,134,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1,265,49300,6.2
3,PG-13,271,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,2113,809474,8.1
1,PG,163,http://www.imdb.com/title/tt0358082/?ref_=fn_tt_tt_1,269,103022,6.3
0,R,21,http://www.imdb.com/title/tt0084171/?ref_=fn_tt_tt_1,32,881,6.2
0,PG,111,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,263,283480,7.4
2,R,90,http://www.imdb.com/title/tt0173716/?ref_=fn_tt_tt_1,150,11403,6.2
0,R,1,http://www.imdb.com/title/tt0085575/?ref_=fn_tt_tt_1,9,712,6.4
1,PG-13,112,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,75,15033,5.9
0,R,286,http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1,175,24668,6.4
1,Unrated,42,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,46,3519,6.6
0,PG,197,http://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,647,681857,8.4
5,PG-13,45,http://www.imdb.com/title/tt0359517/?ref_=fn_tt_tt_1,49,5928,4.3
0,R,92,http://www.imdb.com/title/tt3230082/?ref_=fn_tt_tt_1,16,2082,6.3
5,PG-13,121,http://www.imdb.com/title/tt0332375/?ref_=fn_tt_tt_1,324,40274,6.9
3,R,119,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,144,30643,6.7
0,R,76,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,142,39529,6.7
0,R,157,http://www.imdb.com/title/tt0278731/?ref_=fn_tt_tt_1,213,30096,6.8
0,R,19,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1,40,1555,5
1,PG-13,105,http://www.imdb.com/title/tt0368913/?ref_=fn_tt_tt_1,77,7559,7.4
0,R,377,http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,589,301279,7.7
0,R,231,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230,48346,7
1,R,211,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,674,181058,6.7
0,R,152,http://www.imdb.com/title/tt0139414/?ref_=fn_tt_tt_1,366,42761,5.6
1,R,38,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,50,3340,5.5
1,R,179,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,510,32415,7.5
,PG-13,,http://www.imdb.com/title/tt1105355/?ref_=fn_tt_tt_1,1,108,8.2
2,PG-13,413,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,407,200035,7.1
1,Not Rated,205,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,87,9427,6.4
3,R,153,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,332,162331,6.3
2,R,52,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,144,22345,6.8
1,R,159,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,313,31124,4.2
0,R,112,http://www.imdb.com/title/tt1756851/?ref_=fn_tt_tt_1,70,8589,4.8
1,PG-13,287,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,331,87745,4.3
0,PG-13,64,http://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,84,12466,5.5
2,Approved,70,http://www.imdb.com/title/tt0055184/?ref_=fn_tt_tt_1,121,12981,7.4
2,R,43,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,98,13949,6.1
2,R,44,http://www.imdb.com/title/tt0117039/?ref_=fn_tt_tt_1,93,24145,7.1
1,,43,http://www.imdb.com/title/tt0327753/?ref_=fn_tt_tt_1,61,1894,6.4
2,R,137,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,695,43991,5.2
1,PG-13,276,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,681,182661,5.2
0,PG,131,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377,52244,6.6
1,Not Rated,10,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,13,1262,6.1
0,PG-13,291,http://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,815,188637,7.9
0,R,142,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,431,200260,6.4
4,R,46,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,42,3297,6
0,PG,35,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1,34,12942,5.1
0,PG-13,129,http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1,190,28855,7.2
0,PG,101,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,64,25843,6
1,R,94,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,175,126464,7.3
0,PG,125,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,327,340085,7.8
0,G,256,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584,263853,7.2
1,PG,189,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,108,67191,6
1,R,300,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,294,92712,5.1
0,,63,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,33,4948,5.5
0,PG-13,32,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79,16194,4.3
1,R,111,http://www.imdb.com/title/tt0119229/?ref_=fn_tt_tt_1,296,73347,7.4
0,G,188,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444,120798,6.6
1,,19,http://www.imdb.com/title/tt2768766/?ref_=fn_tt_tt_1,3,113,7
2,R,17,http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1,32,2004,6.1
6,PG-13,25,http://www.imdb.com/title/tt0473024/?ref_=fn_tt_tt_1,36,8707,2.1
0,R,253,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,87950,6.5
3,PG-13,241,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,238,147641,6.3
1,R,268,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,19611,6.7
0,PG-13,183,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,159,31915,4.4
7,Not Rated,96,http://www.imdb.com/title/tt0031679/?ref_=fn_tt_tt_1,245,77392,8.2
5,R,67,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,182,13010,5.9
0,R,377,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,283,141425,7.4
0,NC-17,181,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,450,49874,4.6
0,R,40,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,46,6046,4.7
0,PG-13,201,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230,68119,7.6
4,PG,121,http://www.imdb.com/title/tt0081573/?ref_=fn_tt_tt_1,269,76331,6.8
0,R,101,http://www.imdb.com/title/tt1921149/?ref_=fn_tt_tt_1,26,14437,7.2
0,Unrated,55,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1,94,29610,7.4
3,PG-13,90,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,124,22604,6.4
1,PG-13,585,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741,431620,7.9
0,R,371,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1,627,172965,6.9
2,PG-13,133,http://www.imdb.com/title/tt1314228/?ref_=fn_tt_tt_1,121,29523,4.7
5,R,26,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,34,5557,6.4
0,R,7,http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1,16,1361,6.6
1,,5,http://www.imdb.com/title/tt4707756/?ref_=fn_tt_tt_1,1,354,6.5
1,R,127,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1,214,34098,7.2
